KmlID,MYID,SBBMNUM,newLONGITUDE,newLATITUDE,TureKmlID
1871.0,,0.0,104.7473756,31.5033404,979
1872.0,,0.0,104.7473756,31.5033404,979
1873.0,,0.0,104.6778554,31.5033681,980
1874.0,,0.0,104.7306957,31.5035874,981
1875.0,24.0,1.0,104.7306957,31.5035874,981
1876.0,,0.0,104.7565042,31.5037366,982
1877.0,,0.0,104.7691397,31.5039283,983
1878.0,,0.0,104.765078,31.5040117,984
1879.0,,0.0,104.74323,31.5042374,985
1880.0,,0.0,104.6562333,31.5043336,986
1881.0,,0.0,104.672072,31.5044579,987
1882.0,,0.0,104.7677423,31.5045165,988
1883.0,,0.0,104.7451277,31.5049121,989
1886.0,158.0,0.0,104.7331534,31.5050426,990
1884.0,,0.0,104.6651728,31.5050802,991
1885.0,,0.0,104.6651728,31.5050802,991
1887.0,,0.0,104.6651728,31.5050802,991
